player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Bud Clark,123066,S,TCU,12,7,8.7,61.1,99.3,19.1,11.7,1,1,4,11.1,305,90.1,89.8,24.6,57.6,74.9,87.0,3,40,7.7,3,4,3,42.8,22,442,445,9,29,36,0,212,141,0.5,9.6
Khari Coleman,123067,LB,OLE MISS,13,2,2.2,76.2,87.1,11.9,9.0,0,0,0,0.0,226,50.5,66.5,80.5,62.8,83.2,69.3,0,29,12.5,2,0,0,96.9,16,202,232,4,12,21,0,158,127,0.8,9.9
Jai'Onte' McMillan,123089,CB,MINNESOTA,10,4,6.1,82.6,93.4,7.3,6.0,1,0,0,0.0,225,50.0,56.7,83.4,73.8,74.3,50.7,0,20,25.0,5,0,1,102.4,19,141,151,2,11,23,0,197,114,1.4,10.4
Xavion Alford,123103,S,ARIZONA ST,14,12,18.8,42.9,98.3,54.8,23.5,0,0,5,23.8,110,77.2,75.0,89.3,51.4,68.4,82.8,2,26,6.7,3,4,1,52.0,9,522,531,4,30,21,2,111,29,0.2,12.3
Jahdae Barron,123105,CB,TEXAS,16,4,7.8,54.4,96.3,14.0,7.6,0,0,10,14.7,311,91.1,90.7,87.2,58.4,83.4,80.5,5,43,9.3,4,9,2,34.2,37,541,562,11,35,68,0,284,131,0.5,7.7
Alfred Collins,123110,DI,TEXAS,16,3,,,0.3,,,0,0,0,,311,72.8,87.3,70.2,69.8,85.1,79.1,0,,0.0,0,0,1,0.0,0,1,306,6,6,0,0,0,0,0.0,
Kitan Crawford,123111,S,NEVADA,13,6,11.8,56.7,97.4,22.1,12.5,0,0,5,16.7,239,88.5,81.1,26.6,63.3,66.3,60.8,2,30,19.4,6,5,5,47.4,17,410,421,10,19,30,0,186,60,0.5,10.9
Prince Dorbah,123113,ED,ARIZONA ST,11,2,,,3.0,,,1,0,0,,110,63.8,64.0,66.4,58.2,68.1,33.6,0,,50.0,3,0,1,0.0,0,8,264,4,1,0,0,0,0,0.0,
Sawyer Goram-Welch,123116,DI,COAST CAR,12,0,,,0.8,,,0,0,0,,141,53.1,55.8,68.9,59.0,54.8,46.2,0,,40.0,2,0,1,0.0,0,2,255,2,3,0,0,0,0,0.0,
Jerrin Thompson,123128,S,AUBURN,12,7,6.4,59.4,97.5,18.8,11.2,0,0,6,18.8,115,78.0,72.3,53.1,48.5,64.8,78.5,2,41,15.8,6,4,2,55.9,19,384,394,5,25,32,0,233,172,0.7,12.3
Trent Low,123146,LB,TEXAS TECH,1,0,,,100.0,,,0,0,0,,315,53.1,39.6,68.3,,61.9,20.0,0,,100.0,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kobee Minor,123148,CB,MEMPHIS,11,0,12.5,53.8,98.7,17.8,9.6,0,0,5,12.8,218,70.0,72.1,45.9,87.7,75.1,65.2,0,71,16.7,5,3,1,96.2,21,386,391,11,25,39,2,301,81,0.8,14.3
Joseph Plunk,123152,S,TEXAS TECH,6,0,15.7,33.3,97.8,43.0,14.3,0,0,0,0.0,315,51.9,54.8,80.2,58.8,62.0,33.5,0,31,40.0,2,0,0,72.9,1,44,45,0,3,3,0,31,0,0.7,31.0
Bryce Ramirez,123156,LB,TEXAS TECH,7,0,1.0,100.0,60.8,6.2,6.2,0,0,0,0.0,315,45.5,63.5,83.0,69.9,72.3,54.2,1,71,20.0,2,0,0,118.8,5,31,51,3,8,5,1,122,117,3.9,24.4
Cameron Watts,123160,CB,NEW MEXICO,7,0,8.9,63.2,100.0,7.7,4.8,0,0,7,18.4,241,62.3,65.5,21.5,,81.4,47.1,0,25,28.6,6,3,3,99.0,24,194,194,2,15,38,2,244,120,1.3,10.2
Brandon Brown,123212,DI,UTSA,13,0,,,1.1,,,0,0,0,,331,46.1,78.1,67.2,63.7,89.4,69.5,0,,100.0,2,0,1,0.0,0,3,272,4,0,0,0,0,0,0.0,
Shi'Keem Laister,123221,ED,TULANE,10,0,2.3,33.3,32.1,16.0,5.3,0,0,1,33.3,319,60.6,60.0,82.8,63.2,52.8,24.8,0,5,100.0,2,1,0,42.4,1,18,56,0,0,3,0,5,6,0.3,5.0
Reggie Neely,123227,CB,S ALABAMA,8,0,10.8,73.1,100.0,9.8,7.2,0,0,1,3.8,288,53.7,53.2,9.1,,58.2,34.4,0,44,30.0,6,1,3,117.3,19,193,193,3,14,26,1,259,65,1.4,13.6
Malachai Jones,123252,S,TULSA,12,5,10.1,54.2,100.0,21.2,11.5,0,0,5,20.8,320,48.3,46.1,84.9,,42.0,40.7,1,32,12.5,4,3,1,96.4,13,293,293,4,23,24,3,155,75,0.6,11.9
Mac Harris,123285,LB,USF,13,3,3.2,87.2,80.4,10.1,8.8,0,0,1,2.6,327,54.2,73.3,59.6,76.3,79.7,70.8,0,42,20.7,6,1,1,141.0,34,374,465,9,20,39,3,456,360,1.3,13.4
Ben Knox,123286,CB,USF,12,1,8.4,50.0,99.0,14.8,7.4,0,0,5,20.8,327,82.4,81.8,18.9,68.3,74.8,75.0,0,72,14.3,2,4,4,92.9,12,194,196,5,11,24,1,203,128,1.1,16.9
Tramel Logan,123287,ED,LOUISVILLE,12,1,,,9.0,,,0,0,0,,210,71.9,73.6,33.5,73.6,68.9,51.3,0,,57.1,4,0,2,0.0,0,17,189,4,2,0,0,0,0,0.0,
Christopher Townsel,123295,S,KENNESAW,4,1,6.0,50.0,100.0,8.5,4.3,0,1,1,25.0,200,55.3,52.6,77.5,,49.6,27.5,0,10,0.0,0,1,0,64.6,2,18,18,0,0,4,0,20,17,1.2,10.0
Jamal Ligon,123320,LB,UTSA,13,5,4.0,75.0,62.8,11.9,9.0,0,0,2,8.3,331,45.8,69.6,59.7,77.1,79.0,61.3,0,60,28.0,7,1,1,105.4,18,235,374,9,13,24,0,235,209,1.1,13.1
Avery Morris,123323,LB,CHARLOTTE,2,0,,,87.5,,,0,0,0,,136,61.6,51.7,72.6,60.8,43.1,20.0,0,,,0,0,0,0.0,0,7,8,0,0,0,0,0,0,0.0,
Asyrus Simon,123332,ED,UTSA,13,0,,,0.4,,,0,0,0,,331,64.4,66.5,39.8,63.3,67.1,78.2,0,,0.0,0,0,2,0.0,0,1,237,4,1,0,0,0,0,0.0,
Donyai Taylor,123335,LB,UTSA,11,2,3.8,69.2,79.8,10.8,7.5,0,1,2,7.7,331,83.3,75.6,0.0,75.0,67.3,75.2,0,74,11.5,3,2,5,107.1,18,210,263,9,21,26,1,215,138,1.1,11.9
Justin Beadles,123341,ED,NEW MEX ST,12,0,,,3.2,,,0,0,0,,242,63.3,62.3,84.4,57.4,63.8,50.2,0,,50.0,1,0,0,0.0,0,5,158,1,1,0,0,0,0,0.0,
Alec Bryant,123343,ED,ILLINOIS,13,0,2.6,88.9,23.3,5.9,5.2,0,0,0,0.0,187,59.6,62.7,64.2,67.6,57.2,86.6,0,19,0.0,0,0,1,133.8,8,50,215,4,5,9,1,65,47,1.4,8.1
Keonta Jenkins,123352,S,VA TECH,12,2,3.1,65.4,87.3,16.5,10.8,1,0,4,15.4,337,70.8,75.7,86.5,75.8,80.0,45.3,1,25,30.4,7,4,1,63.0,17,295,338,6,14,26,0,140,117,0.5,8.2
Dorian Strong,123366,CB,VA TECH,12,3,12.4,46.6,99.5,14.4,6.7,1,1,7,12.1,337,75.0,73.9,51.4,57.4,65.3,69.8,2,63,3.7,1,6,3,61.6,27,408,410,5,23,58,1,408,174,1.0,15.1
Nick Andersen,123370,S,WAKE,12,13,9.5,70.6,99.4,20.0,14.1,0,1,2,5.9,339,72.4,72.5,0.0,58.1,76.8,71.7,2,24,18.2,10,2,4,83.1,24,501,504,5,32,34,2,221,76,0.5,9.2
Jasheen Davis,123382,ED,WAKE,10,1,,,0.5,,,0,0,0,,339,66.9,72.1,57.1,75.3,63.9,70.2,0,,0.0,0,0,2,0.0,0,2,374,4,0,0,0,0,0,0.0,
Gavin Holmes,123389,CB,TEXAS,16,1,15.8,47.8,100.0,17.3,8.3,0,0,4,17.4,311,66.8,64.8,82.7,,46.2,46.4,0,46,7.7,1,1,1,66.0,11,198,198,3,11,23,0,133,33,0.7,12.1
J.J. Roberts,123399,S,MARSHALL,13,9,6.7,70.3,99.8,17.2,12.1,0,5,12,32.4,214,89.9,91.2,89.4,93.5,79.0,77.5,0,68,9.1,4,11,2,132.6,26,477,478,13,31,37,3,399,296,0.9,15.3
Kendron Wayman,123405,ED,WAKE,12,1,6.0,80.0,15.2,12.0,9.6,0,0,0,0.0,339,56.3,57.5,90.1,59.7,53.9,42.2,0,15,20.0,1,0,0,104.2,4,50,329,0,3,5,0,45,37,0.9,11.3
Lanell Carr,123411,ED,INDIANA,13,2,4.4,86.7,27.5,7.5,6.5,0,0,0,0.0,190,47.2,66.7,74.8,70.6,70.9,54.6,0,24,20.0,2,0,1,133.8,13,104,378,3,6,15,2,99,51,1.0,7.6
Akheem Mesidor,123427,ED,MIAMI FL,13,1,2.0,100.0,8.1,12.5,12.5,0,0,0,0.0,220,57.2,75.5,86.8,73.5,74.2,71.1,0,11,16.7,1,0,0,100.0,2,26,320,6,4,2,0,16,12,0.6,8.0
Daryl Porter Jr.,123429,CB,MIAMI FL,12,1,7.8,62.9,97.7,9.4,5.9,0,0,8,12.9,220,53.5,57.8,88.7,65.0,75.0,60.2,0,28,13.6,3,8,3,108.7,39,388,397,3,18,62,4,487,269,1.3,12.5
Taurus Simmons,123431,ED,W VIRGINIA,1,0,,,40.0,,,0,0,0,,343,60.9,65.8,74.4,64.5,62.3,,0,,,0,0,0,0.0,0,2,5,0,0,0,0,0,0,0.0,
JaQues Evans,123449,ED,BAYLOR,3,0,,,16.0,,,0,0,0,,118,61.7,59.5,80.4,58.8,58.2,29.9,0,,,0,0,0,0.0,0,4,25,0,0,0,0,0,0,0.0,
Aaron Key,123454,ED,UCONN,2,1,13.0,100.0,52.6,10.0,10.0,0,0,0,0.0,146,65.8,66.7,79.0,62.5,62.0,78.8,0,13,0.0,0,0,0,118.8,1,10,19,1,2,1,0,13,0,1.3,13.0
Kendrick Simpkins,123466,S,BAYLOR,5,0,6.0,80.0,84.9,10.5,8.4,0,0,0,0.0,118,43.9,56.8,85.6,59.7,73.9,84.9,0,14,0.0,0,0,0,90.8,4,45,53,0,2,5,0,29,27,0.7,7.3
Kam Arnold,123531,LB,BOSTON COL,7,1,7.2,68.2,83.7,11.5,7.9,0,0,2,9.1,121,63.0,67.4,81.8,51.1,74.6,68.7,1,23,16.7,2,2,0,68.6,15,185,221,4,9,22,0,151,60,0.9,10.1
Cam Horsley,123541,DI,BOSTON COL,11,1,,,1.6,,,0,0,0,,121,59.8,79.8,66.7,68.2,84.5,62.9,0,,25.0,1,0,1,0.0,0,4,258,2,2,0,0,0,0,0.0,
Joe Marinaro,123546,LB,BOSTON COL,5,0,5.4,64.3,71.3,11.0,7.1,0,0,1,7.1,121,57.3,65.1,80.5,63.4,71.5,55.8,1,25,50.0,4,1,0,48.5,9,102,143,4,4,14,0,76,89,0.8,8.4
Todd Bumphis,123557,S,BOWL GREEN,6,2,16.3,29.4,98.8,16.0,4.7,0,0,3,17.6,122,65.1,66.0,77.5,75.5,61.6,60.0,2,18,14.3,1,2,1,0.0,5,85,86,1,4,17,0,49,23,0.6,9.8
De'Arre McDonald,123572,CB,MIDDLE TN,6,0,13.0,57.1,95.7,8.3,4.7,1,0,0,0.0,224,68.9,67.5,80.4,92.2,41.8,58.2,1,23,0.0,0,0,1,39.3,8,67,70,4,7,14,0,65,3,1.0,8.1
Sterling Miles,123574,ED,E MICHIGAN,10,1,-3.0,100.0,17.1,12.0,12.0,0,0,0,0.0,160,58.9,61.4,27.5,62.6,63.1,45.9,0,5,33.3,1,0,1,87.5,1,13,76,1,1,1,0,5,8,0.4,5.0
Justin Wodtly,123586,ED,ARIZONA ST,13,1,,,1.3,,,0,0,0,,110,64.0,67.7,41.3,62.8,70.3,50.3,0,,20.0,1,0,2,0.0,0,3,224,2,3,0,0,0,0,0.0,
Decarius Hawthorne,123598,ED,USF,13,0,,,2.1,,,0,0,0,,327,74.5,83.7,46.4,83.0,78.6,64.1,0,,20.0,1,0,3,0.0,0,8,374,6,4,0,0,0,0,0.0,
Jarrett Jerrels,123599,LB,FAU,12,1,11.8,77.8,86.5,11.3,8.8,0,0,1,11.1,165,57.1,78.0,4.5,65.1,91.2,82.9,0,59,0.0,0,1,1,154.6,7,83,96,3,6,9,1,110,44,1.4,15.7
Chris Jones,123601,ED,FAU,12,4,-1.0,100.0,1.3,4.0,4.0,0,0,0,0.0,165,64.1,75.0,87.8,73.6,69.5,55.9,0,15,20.0,2,0,0,118.8,1,4,312,2,4,1,0,15,16,3.8,15.0
Makai Sawtelle,123611,LB,FAU,2,0,-4.0,100.0,100.0,8.0,8.0,0,0,0,0.0,165,70.4,76.6,69.6,,69.8,,0,2,,0,0,0,79.2,1,8,8,0,0,1,0,2,6,0.3,2.0
LaJohntay Wester,123616,WR,COLORADO,1,0,,,100.0,,,0,0,0,,143,60.0,60.0,63.7,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Reggie Peterson,123643,LB,FIU,1,0,10.0,100.0,92.3,2.8,2.8,0,0,0,0.0,166,28.3,28.9,73.9,59.5,51.2,75.8,0,19,,0,0,0,158.3,4,12,13,0,0,4,1,55,18,5.0,13.8
Jamal Potts,123645,S,FIU,12,4,9.3,54.5,89.0,14.3,7.8,0,0,7,15.9,166,79.4,78.9,42.8,68.7,78.2,66.0,1,56,28.0,7,5,2,69.5,24,357,401,5,14,44,1,252,179,0.7,10.5
Luis Medina,123715,DI,TROY,8,2,,,1.1,,,0,0,0,,318,60.8,51.7,0.0,52.6,58.7,35.4,0,,50.0,2,0,4,0.0,0,2,177,0,0,0,0,0,0,0.0,
Darrell Starling Jr.,123723,S,TROY,5,0,14.0,100.0,80.0,17.0,17.0,0,0,0,0.0,318,65.4,56.0,80.7,56.3,44.8,58.6,0,18,0.0,0,0,1,118.8,2,36,45,3,5,2,0,33,5,1.0,16.5
Terry Thomas,123725,LB,TROY,11,2,7.3,87.5,83.1,8.7,7.6,0,0,0,0.0,318,56.5,56.7,78.9,57.9,58.0,44.2,0,20,22.2,2,0,0,102.6,7,64,77,4,5,8,0,69,25,1.1,9.9
Cam Williams,123730,ED,GA STATE,12,1,,,11.7,,,0,0,0,,175,66.1,75.9,87.5,68.6,75.6,79.0,0,,0.0,0,0,0,0.0,0,12,103,2,1,0,0,0,0,0.0,
Davonte Brown,123734,S,FLORIDA ST,6,0,1.0,100.0,98.0,48.0,48.0,0,0,0,0.0,167,62.2,50.9,81.4,60.0,33.4,40.4,0,14,14.3,1,0,0,118.8,1,49,50,2,6,1,0,14,13,0.3,14.0
Quadric Bullard,123735,S,UCF,12,6,8.0,66.7,97.8,29.2,19.5,0,0,2,13.3,323,67.5,70.8,85.4,77.6,71.5,62.6,0,62,13.3,4,2,1,133.9,10,306,313,6,20,15,2,132,84,0.5,13.2
Kervins Choute,123739,DI,UCONN,8,0,,,3.7,,,0,0,0,,146,65.5,62.8,79.7,54.6,63.1,77.3,0,,0.0,0,0,0,0.0,0,2,54,1,1,0,0,0,0,0.0,
Jaiden Francois,123745,S,UTAH ST,12,4,2.4,82.9,90.5,6.9,5.7,1,0,1,2.4,329,66.5,62.5,13.0,60.5,57.8,78.8,1,29,13.3,4,0,2,96.8,34,248,274,5,22,41,1,317,312,1.3,9.3
Justin Hodges,123748,CB,ARK STATE,13,3,18.8,59.4,99.0,14.5,8.6,0,0,5,15.6,113,58.0,53.9,0.0,54.2,48.5,69.2,0,53,15.4,4,2,7,143.2,19,293,296,2,19,32,4,432,122,1.6,22.7
Corey Thornton,123763,CB,LOUISVILLE,13,3,10.2,53.4,98.4,13.2,7.1,0,1,9,15.5,210,81.5,80.1,49.4,53.1,71.8,53.3,2,49,22.2,8,6,4,80.8,31,433,440,12,25,58,5,276,128,0.7,8.9
Dave Herard,123779,S,W KENTUCKY,11,0,13.8,80.0,98.9,19.8,15.8,1,0,0,0.0,346,60.0,61.7,80.4,59.6,64.5,73.7,0,29,0.0,0,0,1,157.1,4,87,88,1,9,5,1,61,35,0.8,15.3
Nusi Malani,123785,ED,WASH STATE,13,2,3.0,50.0,6.7,9.0,4.5,0,0,0,0.0,341,43.4,64.5,56.0,60.7,73.1,36.3,0,13,50.0,2,0,1,70.8,1,10,149,2,0,2,0,13,11,1.4,13.0
Teylor Jackson,123817,LB,LIBERTY,12,2,2.3,71.4,81.6,26.8,19.1,0,0,1,14.3,206,62.1,59.2,35.6,63.1,57.1,62.0,0,35,11.1,1,1,1,110.4,5,142,174,4,6,7,0,82,72,0.6,16.4
D'Anta Johnson,123819,DI,E CAROLINA,13,0,,,2.5,,,0,0,0,,156,56.7,79.6,31.9,67.3,87.6,57.1,0,,40.0,2,0,4,0.0,0,6,243,3,3,0,0,0,0,0.0,
Elijah Morris,123827,DI,E CAROLINA,13,3,18.0,100.0,0.8,2.0,2.0,0,0,0,0.0,156,48.4,68.6,66.8,60.0,76.4,41.3,0,19,50.0,3,0,1,118.8,1,2,260,5,0,1,0,19,1,9.5,19.0
Elijah Robinson,123830,ED,HAWAII,12,1,-5.0,100.0,5.6,13.0,13.0,0,0,0,0.0,180,70.5,73.3,71.6,61.5,77.4,73.0,0,1,30.0,3,0,1,79.2,1,16,284,8,6,1,0,1,6,0.1,1.0
Jason Shuford,123833,DI,MARSHALL,13,1,,,0.8,,,0,0,0,,214,59.6,57.3,50.8,63.2,54.5,59.5,0,,0.0,0,0,1,0.0,0,1,127,0,1,0,0,0,0,0.0,
Suirad Ware,123842,DI,E CAROLINA,13,1,,,1.0,,,0,0,0,,156,55.8,75.2,58.5,63.2,83.3,76.0,0,,25.0,1,0,1,0.0,0,2,192,3,2,0,0,0,0,0.0,
Teagan Wilk,123843,S,HOUSTON,3,0,5.0,0.0,100.0,,20.0,0,0,0,0.0,182,57.7,63.4,77.0,,72.1,79.3,0,,0.0,0,0,1,39.6,0,22,22,1,1,1,0,0,0,0.0,
Justin Abraham,123845,LB,GA STATE,10,0,3.9,90.0,80.0,10.2,9.2,0,0,0,0.0,175,44.3,51.8,15.8,56.7,62.3,67.4,0,30,25.0,3,0,1,140.4,9,96,120,4,9,10,2,82,47,0.9,9.1
Kendy Charles,123873,DI,DUKE,13,1,,,0.3,,,0,0,0,,154,59.7,66.2,24.6,62.4,70.5,63.2,0,,33.3,1,0,4,0.0,0,1,298,3,1,0,0,0,0,0.0,
Jerome Jolly Jr.,123883,LB,LIBERTY,11,6,3.0,71.4,82.8,15.6,11.1,0,0,3,21.4,206,67.8,70.3,80.7,77.8,65.8,66.6,1,16,15.8,3,1,0,58.0,10,168,203,5,10,14,0,88,56,0.6,8.8
Quinton Reese,123890,S,LIBERTY,10,5,7.1,64.3,92.2,21.0,13.5,0,0,0,0.0,206,59.8,64.1,85.0,75.4,64.6,83.3,0,35,0.0,0,0,0,92.3,9,201,218,3,6,14,0,123,55,0.7,13.7
Stephen Sings V,123892,ED,CHARLOTTE,6,0,13.0,0.0,9.1,,3.0,0,0,0,0.0,136,50.3,61.3,81.4,61.8,63.8,77.0,0,,0.0,0,0,0,39.6,0,3,33,1,1,1,0,0,0,0.0,
Aakil Washington,123896,ED,S ALABAMA,13,1,4.6,50.0,42.3,27.5,13.8,0,1,2,25.0,288,70.1,77.6,46.8,73.2,79.0,66.3,0,11,44.4,4,2,2,58.9,4,113,267,2,4,8,0,29,16,0.3,7.3
Jah-Marien Latham,123924,ED,ALABAMA,13,1,-2.0,100.0,8.4,19.0,19.0,1,0,0,0.0,103,71.3,66.8,66.8,58.9,69.2,65.9,0,6,20.0,1,0,1,91.7,1,19,226,3,3,1,0,6,8,0.3,6.0
Malachi Moore,123928,S,ALABAMA,12,7,14.0,43.3,95.3,30.8,13.4,1,2,7,23.3,103,89.4,84.9,26.9,57.3,75.5,89.3,2,36,7.1,2,7,4,51.0,13,423,444,11,19,30,2,132,19,0.3,10.2
Jahquez Robinson,123931,S,AUBURN,3,0,18.5,0.0,97.0,,15.5,0,0,1,50.0,115,68.0,65.9,76.4,58.6,57.6,26.4,0,,100.0,1,1,0,39.6,0,32,33,0,0,2,0,0,0,0.0,
Quandarrius Robinson,123932,ED,ALABAMA,9,1,,,26.0,,,0,0,0,,103,69.7,86.0,16.2,90.3,76.1,72.7,0,,0.0,0,0,2,0.0,0,38,146,4,2,0,0,0,0,0.0,
Kristian Story,123937,S,KENTUCKY,12,0,12.9,87.5,100.0,21.3,18.6,0,0,0,0.0,202,63.0,67.4,83.8,,73.1,70.6,1,42,12.5,1,0,0,118.8,7,158,158,1,7,8,1,130,39,0.9,18.6
Brooks Both,123944,LB,ARKANSAS,1,0,,,100.0,,,0,0,0,,111,60.0,82.4,66.3,,67.4,73.6,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Khari Johnson,123958,CB,BOSTON COL,11,2,8.1,70.8,97.0,8.0,5.6,0,0,1,2.1,121,58.1,61.4,29.6,48.1,83.4,81.9,2,38,7.4,2,1,3,99.0,34,290,299,8,23,48,3,396,203,1.5,11.6
Jackson Woodard,123973,LB,UNLV,14,9,6.0,63.3,85.9,12.6,8.0,1,4,11,18.3,325,72.4,85.5,64.3,73.2,88.6,69.9,4,39,13.2,5,11,3,62.4,38,499,581,12,24,60,1,428,197,0.9,11.3
Dre Butler,123977,DI,CHARLOTTE,11,2,6.0,0.0,3.9,,4.0,1,0,1,100.0,136,68.2,70.7,22.5,60.5,71.9,60.8,0,,20.0,1,1,2,39.6,0,5,127,3,2,1,0,0,0,0.0,
Romello Height,123988,ED,GA TECH,12,1,-3.0,100.0,9.0,24.0,24.0,0,0,0,0.0,176,92.5,78.4,52.2,73.8,65.2,59.0,1,1,42.9,6,0,2,39.6,1,28,310,9,7,1,0,1,4,0.0,1.0
Cam Riley,124001,LB,FLORIDA ST,12,4,2.2,82.4,84.3,6.8,5.6,0,0,1,5.9,167,55.6,60.7,82.9,69.7,61.1,73.0,0,42,0.0,0,1,0,117.9,14,102,121,9,11,17,1,129,118,1.4,9.2
Wesley Steiner,124003,LB,WASH STATE,4,1,-4.5,100.0,84.0,9.5,9.5,0,0,0,0.0,341,60.2,54.8,73.3,55.8,51.7,49.1,0,12,0.0,0,0,0,122.9,2,21,25,0,0,2,1,8,17,0.4,4.0
Ladarius Tennison,124004,S,UCF,10,3,7.2,57.1,96.4,14.6,8.3,0,0,3,14.3,323,56.6,57.2,83.7,68.6,54.3,59.7,1,20,19.0,4,2,1,66.8,12,189,196,5,14,21,1,106,53,0.6,8.8
Chris Thompson Jr.,124005,LB,TULSA,12,2,5.9,78.9,86.3,12.2,9.6,0,0,0,0.0,320,35.5,57.4,30.9,62.7,79.6,77.0,0,58,14.3,2,0,2,157.1,15,196,227,5,10,19,4,232,178,1.3,15.5
Desmond Tisdol,124006,LB,FAU,12,1,4.0,92.9,87.0,8.2,7.6,0,0,0,0.0,165,54.3,54.5,81.4,58.5,54.4,73.1,0,25,8.3,1,0,0,110.4,13,114,131,4,10,14,0,147,95,1.4,11.3
Zykeivous Walker,124007,ED,AUBURN,11,1,,,2.6,,,0,0,0,,115,67.1,69.2,80.8,56.2,73.7,69.0,0,,0.0,0,0,0,0.0,0,2,78,0,0,0,0,0,0,0.0,
Major Burns,124016,S,LSU,12,3,9.8,81.3,90.2,10.7,8.7,1,0,1,3.1,211,54.8,57.7,20.0,85.4,55.3,55.1,0,50,15.4,4,1,2,142.7,26,293,325,8,19,32,3,344,148,1.2,13.2
Jehlen Cannady,124018,S,TULSA,8,0,2.3,77.8,93.7,15.9,12.3,0,0,0,0.0,320,65.6,61.9,83.3,64.0,50.7,45.9,2,34,22.2,2,0,2,97.9,7,118,126,3,7,9,1,73,58,0.7,10.4
Jalen Kimber,124026,CB,PENN STATE,16,2,8.7,53.5,99.2,16.0,8.6,0,0,2,4.7,266,59.8,63.5,85.1,51.3,76.9,88.4,0,25,4.3,1,1,3,87.5,23,386,389,5,20,43,2,262,94,0.7,11.4
M.J. Sherman,124038,ED,NEBRASKA,13,1,2.6,100.0,12.9,5.4,5.4,0,0,0,0.0,238,62.5,76.2,6.3,70.3,84.4,69.4,0,10,20.0,1,0,4,93.3,5,29,224,5,3,5,0,32,19,1.2,6.4
Patrick Taylor,124041,S,JVILLE ST,8,0,14.9,66.7,96.6,13.0,8.7,0,0,0,0.0,196,47.6,51.6,80.1,56.6,57.2,65.5,0,59,12.5,1,0,0,146.8,6,85,88,3,7,9,1,169,70,2.2,28.2
Rickey Hyatt Jr.,124066,LB,S ALABAMA,10,1,5.0,66.7,81.6,9.8,6.5,0,0,1,16.7,288,69.9,72.1,82.6,56.3,72.6,81.9,0,7,0.0,0,1,0,70.1,4,40,49,1,2,6,0,17,4,0.4,4.3
D'Eryk Jackson,124067,LB,KENTUCKY,8,2,6.9,47.1,84.4,17.8,8.4,0,1,4,23.5,202,70.3,69.3,83.5,54.6,67.7,52.9,1,30,40.0,6,3,0,36.4,8,151,179,5,7,17,0,80,54,0.6,10.0
Kole Taylor,124114,TE,W VIRGINIA,1,0,,,100.0,,,0,0,0,,343,60.0,60.0,63.1,,,,0,,,0,0,2,0.0,0,1,1,0,0,0,0,0,0,0.0,
Josh White,124119,LB,BAYLOR,1,0,,,50.0,,,0,0,0,,118,60.0,84.3,69.1,59.4,85.1,80.4,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Demon Clowney,124130,ED,CHARLOTTE,10,0,,,12.0,,,0,0,0,,136,72.0,71.5,49.9,64.8,72.5,80.8,0,,0.0,0,0,1,0.0,0,14,117,5,4,0,0,0,0,0.0,
Austin Keys,124137,LB,AUBURN,12,1,3.7,56.3,80.8,17.1,9.6,0,1,2,12.5,115,58.2,70.8,47.7,68.7,79.2,73.5,0,36,20.0,2,2,2,74.5,9,164,203,3,7,16,0,98,102,0.6,10.9
Jevon Banks,124157,ED,UCONN,13,1,,,4.1,,,0,0,0,,146,69.6,69.2,56.7,68.3,59.8,48.2,0,,20.0,1,0,1,0.0,0,7,172,3,3,0,0,0,0,0.0,
Ja'Mori Maclin,124211,WR,KENTUCKY,1,0,,,100.0,,,0,0,0,,202,60.0,55.6,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Johnny Walker Jr.,124221,ED,MISSOURI,13,0,12.0,100.0,4.1,11.0,11.0,0,0,0,0.0,229,58.5,80.1,89.5,77.9,75.6,71.8,0,23,80.0,4,0,0,118.8,1,12,296,10,1,1,0,23,11,2.1,23.0
Jordan Burch,124227,ED,OREGON,10,2,-7.0,0.0,2.0,,5.0,0,1,1,100.0,264,59.4,77.6,65.7,81.3,68.1,82.4,0,,0.0,0,1,1,39.6,0,5,251,9,2,1,0,0,0,0.0,
O'Donnell Fortune,124235,CB,S CAROLINA,13,4,11.6,58.5,98.5,11.9,7.0,0,1,2,3.8,289,90.2,86.0,85.8,53.6,54.0,54.9,3,57,10.0,4,2,0,61.4,31,390,396,14,32,53,1,355,104,1.0,11.5
Tonka Hemingway,124238,DI,S CAROLINA,13,0,,,2.5,,,1,0,0,,289,61.5,70.9,66.0,73.5,65.2,47.1,0,,33.3,2,0,1,0.0,0,7,276,6,4,0,0,0,0,0.0,
